名稱zh,名稱en,國籍zh,國籍en,能力,潛力,偏好位置總數,偏好位置1,偏好位置2,偏好位置3,年齡,Hits,球隊zh,球隊en,租借球隊zh,租借球隊en
Hernan Luna,Hernan Luna,哥倫比亞,Colombia,60,77,1,RM,,,20,0,曼達朗拿,Club Unión Magdalena S.A,,
Boris Moltenis,Boris Moltenis,法國,France,60,75,1,CB,,,21,0,索察,FC Sochaux-Montbéliard,,
Jeremiah Gutjahr,Jeremiah Gutjahr,美國,United States,60,66,1,LB,,,22,0,芝加哥火焰,Chicago Fire Soccer Club,,
Hamad Al Mansoury,Hamad Al Mansoury,阿拉伯聯合酋長國,United Arab Emirates,60,67,1,GK,,,24,0,艾阿恩,Al Ain FC,,
Vetle Dragsnes,Vetle Dragsnes,挪威,Norway,60,63,1,LB,,,26,0,莫達倫,Mjøndalen IF,,
Neil Farrugia,Neil Farrugia,愛爾蘭,Republic of Ireland,60,70,3,LM,RM,LWB,21,0,沙姆洛克流浪,Shamrock Rovers,,
Arjen van der Heide,Arjen van der Heide,荷蘭,Netherlands,60,79,1,LW,,,18,0,海倫芬,SC Heerenveen,,
Sondre Liseth,Sondre Liseth,挪威,Norway,60,66,2,LM,ST,,22,0,莫達倫,Mjøndalen IF,,
Agustín Obando,Agustín Obando,阿根廷,Argentina,60,78,1,LM,,,20,1,小保加,Boca Juniors,,
Liam Kitching,Liam Kitching,英格蘭,England,60,74,1,CB,,,20,2,格連森林,Forest Green Rovers,,
Ikuma Sekigawa,Ikuma Sekigawa,日本,Japan,60,75,1,CB,,,19,0,鹿島鹿角,Kashima Antlers,,
Emiliano González,Emiliano González,阿根廷,Argentina,60,69,1,GK,,,24,0,學生隊,Estudiantes de La Plata,,
Johannes Bühler,Johannes Bühler,德國,Germany,60,69,2,CM,CAM,,22,0,杜塞爾多夫,Fortuna Düsseldorf,,
Katsuya Iwatake,Katsuya Iwatake,日本,Japan,60,65,1,RM,,,24,0,浦和紅鑽,Urawa Red Diamonds,,
JJ Williams,JJ Williams,美國,United States,60,70,1,ST,,,22,0,亞特蘭大聯,Atlanta United,,
Masato Nakayama,Masato Nakayama,日本,Japan,60,60,1,ST,,,28,0,岩田,Júbilo Iwata,,
Héber García,Héber García,委內瑞拉,Venezuela,60,67,2,LW,CAM,,23,0,古里高聯,Curicó Unido,,
Diego Abella,Diego Abella,墨西哥,Mexico,60,70,1,ST,,,21,0,普埃布拉,Puebla,托盧卡,On loan from: Deportivo Toluca
Nsima Peter,Nsima Peter,尼日利亞,Nigeria,60,60,1,ST,,,31,0,科根堡,Falkenbergs FF,,
Mattie Pollock,Mattie Pollock,英格蘭,England,60,76,1,CB,,,18,0,甘士比,Grimsby Town,,
Facundo Almada,Facundo Almada,阿根廷,Argentina,60,73,1,CB,,,21,0,羅沙里奧中央,Rosario Central,,
Vinni Triboulet,Vinni Triboulet,法國,France,60,76,2,ST,LW,,21,0,南錫,AS Nancy Lorraine,,
Sidnei Tavares,Sidnei Tavares,葡萄牙,Portugal,60,78,1,CAM,,,18,0,李斯特城,Leicester City,,
Jo Jin Woo,Jo Jin Woo,大韓民國,Korea Republic,60,74,2,CB,ST,,20,0,FC大邱,Daegu FC,,
Antonis Aidonis,Antonis Aidonis,德國,Germany,60,74,1,CB,,,19,4,史特加,VfB Stuttgart,,
Łukasz Poręba,Łukasz Poręba,波蘭,Poland,60,72,2,CDM,CM,,20,0,盧賓扎格列比,Zagłębie Lubin,,
Daniil Kulikov,Daniil Kulikov,俄羅斯,Russia,60,73,1,CDM,,,22,0,莫斯科火車頭,Lokomotiv Moscow,,
Ezequiel Bullaude,Ezequiel Bullaude,阿根廷,Argentina,60,75,1,RM,,,19,0,葛度爾古斯,Godoy Cruz,,
Jack Lankester,Jack Lankester,英格蘭,England,60,76,2,RW,ST,,20,3,葉士域治,Ipswich Town,,
Alfie Bates,Alfie Bates,英格蘭,England,60,76,2,CM,CDM,,19,1,華素爾,Walsall,,
Clinton Mola,Clinton Mola,英格蘭,England,60,78,2,CDM,CB,,19,0,史特加,VfB Stuttgart,,
Juan Peñaloza,Juan Peñaloza,哥倫比亞,Colombia,60,78,2,RM,CF,,20,0,侯爾斯卡,SD Huesca,,
Benrandy Abdallah,Benrandy Abdallah,法國,France,60,74,1,RB,,,21,0,特魯瓦,ESTAC Troyes,,
Luke Matheson,Luke Matheson,英格蘭,England,60,83,1,RB,,,17,1,羅奇代爾,Rochdale,,
Cho Jae Wan,Cho Jae Wan,大韓民國,Korea Republic,60,67,1,ST,,,24,0,FC江原,Gangwon FC,,
Jamie Bowden,Jamie Bowden,愛爾蘭,Republic of Ireland,60,80,2,CDM,CM,,18,2,熱刺,Tottenham Hotspur,,
Harvey White,Harvey White,英格蘭,England,60,78,2,LB,CDM,,18,2,熱刺,Tottenham Hotspur,,
Luis Binks,Luis Binks,英格蘭,England,60,77,1,CB,,,18,1,蒙特利爾衝擊,Impact Montréal,,
Valentin Gendrey,Valentin Gendrey,法國,France,60,72,1,RB,,,20,0,阿美恩斯,Amiens SC,,
Malik Batmaz,Malik Batmaz,土耳其,Turkey,60,73,1,ST,,,20,0,卡爾斯魯厄,Karlsruher SC,,
Grzegorz Szymusik,Grzegorz Szymusik,波蘭,Poland,60,70,2,LB,RB,,22,0,哥羅那,Korona Kielce,,
Nelson Balongo,Nelson Balongo,剛果民主共和國,DR Congo,60,71,1,ST,,,21,0,聖圖爾登,Sint-Truidense VV,,
Hady Sangare,Hady Sangare,馬利,Mali,60,69,1,CB,,,21,0,標準列治,Standard de Liège,,
Iván Martínez,Iván Martínez,西班牙,Spain,60,81,1,GK,,,18,0,奧沙辛拿,CA Osasuna,,
Alessandro Tripaldelli,Alessandro Tripaldelli,意大利,Italy,60,74,1,LB,,,21,0,薩斯索羅,Sassuolo,,
Felix Schwarzholz,Felix Schwarzholz,德國,Germany,60,75,1,CDM,,,20,0,奧格斯堡,FC Augsburg,,
Erik Majetschak,Erik Majetschak,德國,Germany,60,76,1,CM,,,20,0,奧厄,FC Erzgebirge Aue,,
Yuki Ohashi,Yuki Ohashi,日本,Japan,60,65,1,ST,,,23,0,湘南比馬,Shonan Bellmare,,
Jesper Lindstrøm,Jesper Lindstrøm,丹麥,Denmark,60,75,3,LW,CAM,CF,20,0,邦比,Brøndby IF,,
Erick Ferigra,Erick Ferigra,厄瓜多爾,Ecuador,60,73,1,CB,,,21,0,阿斯科利,Ascoli,拖連奴,On loan from: Torino
Miguel Morro,Miguel Morro,西班牙,Spain,60,74,1,GK,,,19,1,華歷簡奴,Rayo Vallecano,,
Ren Fujimura,Ren Fujimura,日本,Japan,60,70,1,CF,,,21,0,北海道札幌岡薩多,Hokkaido Consadole Sapporo,,
Darío Ramos,Darío Ramos,西班牙,Spain,60,76,1,GK,,,20,0,基達菲,Getafe CF,,
Lombo,Lombo,西班牙,Spain,60,69,1,GK,,,21,0,雷加利斯,CD Leganés,,
Ben Waine,Ben Waine,新西蘭,New Zealand,60,72,2,ST,RW,,19,0,威靈頓鳳凰,Wellington Phoenix,,
Abdullah Hassoun,Abdullah Hassoun,沙地阿拉伯,Saudi Arabia,60,69,1,RB,,,23,0,吉達艾阿里,Al Ahli,,
Yazeed Al Bakr,Yazeed Al Bakr,沙地阿拉伯,Saudi Arabia,60,71,1,RB,,,22,0,吉達艾阿里,Al Ahli,,
Scott Tiffoney,Scott Tiffoney,蘇格蘭,Scotland,60,74,2,RW,LW,,21,0,利雲斯頓,Livingston FC,,
Percy Prado,Percy Prado,秘魯,Peru,60,67,1,RB,,,24,0,南特,FC Nantes,,
Thomas van den Belt,Thomas van den Belt,荷蘭,Netherlands,60,74,1,CM,,,19,0,施禾利,PEC Zwolle,,
Slimen Kchouk,Slimen Kchouk,突尼西亞,Tunisia,60,64,1,LB,,,26,0,聖加倫 1879,FC St. Gallen 1879,,
Stephan Schimandl,Stephan Schimandl,奧地利,Austria,60,71,1,ST,,,21,0,馬特斯堡,SV Mattersburg,,
Jan-Christoph Bartels,Jan-Christoph Bartels,德國,Germany,60,72,1,GK,,,21,0,韋恩,SV Wehen Wiesbaden,科隆,On loan from: 1. FC Köln
Álvaro Verda,Álvaro Verda,墨西哥,Mexico,60,72,1,ST,,,21,0,克雷塔羅,Gallos Blancos de Querétaro,,
Koen Bucker,Koen Bucker,荷蘭,Netherlands,60,67,1,GK,,,24,0,荷華高斯,Heracles Almelo,,
Naod Mekonnen,Naod Mekonnen,德國,Germany,60,75,2,RB,CDM,,20,0,普斯辛蒙斯達,SC Preußen Münster,,
Sveinn Aron Guðjohnsen,Sveinn Aron Guðjohnsen,冰島,Iceland,60,70,1,ST,,,22,0,史柏斯亞,La Spezia,,
José Alfonso Alvarado,José Alfonso Alvarado,墨西哥,Mexico,60,77,2,ST,LM,,20,0,蒙特雷,Monterrey,,
Kevin Castañeda,Kevin Castañeda,墨西哥,Mexico,60,75,1,LM,,,20,0,托盧卡,Deportivo Toluca,,
Miguel Tapias,Miguel Tapias,墨西哥,Mexico,60,68,1,CB,,,23,0,帕丘卡,Pachuca,,
Abdulrahman Al Yami,Abdulrahman Al Yami,沙地阿拉伯,Saudi Arabia,60,71,2,ST,LM,,23,0,艾哈斯姆,Al Hazem,,
Antonio López,Antonio López,墨西哥,Mexico,60,69,2,LW,LB,,23,0,CF阿美利加,Club América,,
Nemanja Celic,Nemanja Celic,奧地利,Austria,60,71,1,CB,,,21,0,寧斯,LASK Linz,,
Tobias Lawal,Tobias Lawal,奧地利,Austria,60,73,1,GK,,,20,1,寧斯,LASK Linz,,
Jelle van Benthem,Jelle van Benthem,荷蘭,Netherlands,60,69,1,CB,,,21,0,荷華高斯,Heracles Almelo,,
Mathieu Choinière,Mathieu Choinière,加拿大,Canada,60,69,2,LW,RW,,21,0,蒙特利爾衝擊,Impact Montréal,,
Javi Pérez,Javi Pérez,西班牙,Spain,60,60,2,CM,CAM,,34,0,埃克達馬度拉,Extremadura UD,,
Luis Martínez,Luis Martínez,墨西哥,Mexico,60,72,1,RB,,,21,0,迪祖亞拿,Club Tijuana,,
Becir Omeragic,Becir Omeragic,瑞士,Switzerland,60,82,2,CB,RB,,18,0,蘇黎世,FC Zürich,,
Damian Gąska,Damian Gąska,波蘭,Poland,60,68,3,RM,CAM,LM,23,0,施拉斯克,Śląsk Wrocław,,
Osman Atilgan,Osman Atilgan,德國,Germany,60,76,2,ST,RW,,20,0,特雷斯登,SG Dynamo Dresden,,
Jozo Stanić,Jozo Stanić,克羅地亞,Croatia,60,73,1,CB,,,21,0,奧格斯堡,FC Augsburg,,
Adrian Klimczak,Adrian Klimczak,波蘭,Poland,60,64,1,LB,,,22,0,ŁKS羅玆,ŁKS Łódź,,
Alexander Sebald,Alexander Sebald,德國,Germany,60,69,1,GK,,,23,0,漢莎羅斯托克,FC Hansa Rostock,,
Dylan Esmel,Dylan Esmel,象牙海岸,Ivory Coast,60,68,2,LM,ST,,22,1,凱沙羅頓,1. FC Kaiserslautern,,
Ben Stephens,Ben Stephens,英格蘭,England,60,67,2,ST,CAM,,22,0,馬格斯菲特,Macclesfield Town,,
Kelland Watts,Kelland Watts,英格蘭,England,60,73,2,CB,CM,,20,0,曼斯菲,Mansfield Town,紐卡素,On loan from: Newcastle United
Luke Jephcott,Luke Jephcott,威爾斯,Wales,60,73,1,ST,,,20,1,普利茅夫,Plymouth Argyle,,
Dominic Thompson,Dominic Thompson,英格蘭,England,60,75,1,LB,,,19,0,賓福特,Brentford,,
Dejan Vokić,Dejan Vokić,斯洛文尼亞,Slovenia,60,67,2,CDM,CAM,,24,0,賓尼雲圖,Benevento,,
Batista Mendy,Batista Mendy,法國,France,60,74,1,CDM,,,20,0,南特,FC Nantes,,
Jaber Asiri,Jaber Asiri,沙地阿拉伯,Saudi Arabia,60,71,1,ST,,,22,0,阿爾華達,Al Wehda,,
Manato Shinada,Manato Shinada,日本,Japan,60,71,3,CM,CAM,CDM,20,0,FC東京,F.C. Tokyo,,
Sinan Karweina,Sinan Karweina,德國,Germany,60,70,2,ST,RM,,21,0,杜伊斯堡,MSV Duisburg,,
Yannik Bangsow,Yannik Bangsow,德國,Germany,60,70,1,GK,,,22,0,布倫瑞克,Eintracht Braunschweig,,
Tim Kircher,Tim Kircher,德國,Germany,60,69,2,RB,LB,,21,0,卡爾斯耶拿,FC Carl Zeiss Jena,卡爾斯魯厄,On loan from: Karlsruher SC
Constantin Frommann,Constantin Frommann,德國,Germany,60,70,1,GK,,,22,2,桑尼賀夫哥沙柏,SG Sonnenhof Großaspach,弗賴堡,On loan from: Sport-Club Freiburg
Victor Glaentzlin,Victor Glaentzlin,法國,France,60,71,1,ST,,,22,0,索察,FC Sochaux-Montbéliard,,
Elber Évora,Elber Évora,維德角共和國,Cape Verde,60,74,1,GK,,,20,0,飛燕諾,Feyenoord,,
Luis Coordes,Luis Coordes,多明尼加共和國,Dominican Republic,60,72,2,LM,RM,,21,0,聖保利,FC St. Pauli,,
Necirwan Khalil Mohammad,Necirwan Khalil Mohammad,敘利亞,Syria,60,61,1,CDM,,,28,0,烏丁根,KFC Uerdingen 05,,
Moritz-Broni Kwarteng,Moritz-Broni Kwarteng,德國,Germany,60,70,1,CAM,,,22,0,漢堡,Hamburger SV,,
Henri Pernía,Henri Pernía,委內瑞拉,Venezuela,60,61,2,CB,RB,,29,0,曼達朗拿,Club Unión Magdalena S.A,,
Logan Costa,Logan Costa,法國,France,60,74,1,CB,,,19,0,蘭斯,Stade de Reims,,
Elias Sørensen,Elias Sørensen,丹麥,Denmark,60,76,1,ST,,,20,1,紐卡素,Newcastle United,,
Luis Ingolotti,Luis Ingolotti,阿根廷,Argentina,60,75,1,GK,,,20,0,阿度斯維,Club Atlético Aldosivi,,
Eric Weeger,Eric Weeger,德國,Germany,60,67,3,RB,RM,CDM,23,0,1860慕尼黑,TSV 1860 München,,
Bartłomiej Żynel,Bartłomiej Żynel,波蘭,Poland,60,72,1,GK,,,22,0,華沙普洛克,Wisła Płock,,
Harry Pritchard,Harry Pritchard,英格蘭,England,60,61,2,CM,LM,,27,0,巴拉福特,Bradford City,,
Rafał Kobryń,Rafał Kobryń,波蘭,Poland,60,73,2,RB,CB,,20,0,列治亞,Lechia Gdańsk,,
Kim Jung Ho,Kim Jung Ho,大韓民國,Korea Republic,60,67,1,CB,,,25,0,仁川聯,Incheon United FC,,
Michael Nottingham,Michael Nottingham,聖克里斯多福與尼維斯,St Kitts Nevis,60,60,2,CB,RB,,31,0,克魯,Crewe Alexandra,黑池,On loan from: Blackpool
Keane Lewis-Potter,Keane Lewis-Potter,英格蘭,England,60,74,1,ST,,,19,0,侯城,Hull City,,
Franco Godoy,Franco Godoy,阿根廷,Argentina,60,74,1,CB,,,20,1,聖達菲聯,Unión de Santa Fe,,
Marcus Holmgren Pedersen,Marcus Holmgren Pedersen,挪威,Norway,60,76,2,RB,RM,,20,1,莫迪,Molde FK,,
Mathias Jørgensen,Mathias Jørgensen,丹麥,Denmark,60,77,2,ST,CF,,19,0,紐約紅牛,New York Red Bulls,,
Park Chang Jun,Park Chang Jun,大韓民國,Korea Republic,60,68,1,RB,,,23,0,慶南足球會,Gyeongnam FC,,
Philipp Sander,Philipp Sander,德國,Germany,60,70,3,CM,CDM,RB,22,0,基爾,Holstein Kiel,,
José Gurrola,José Gurrola,墨西哥,Mexico,60,69,1,ST,,,22,0,華雷斯,Fútbol Club Juárez,瓜達拉哈拉,On loan from: Guadalajara
Wan Kuzain,Wan Kuzain,美國,United States,60,70,2,CDM,CM,,21,0,肯薩斯體育會,Sporting Kansas City,,
Dominik Wanner,Dominik Wanner,德國,Germany,60,73,3,LM,LB,LW,21,3,多蒙特,Borussia Dortmund,,
Danny Grant,Danny Grant,愛爾蘭,Republic of Ireland,60,70,2,RM,LM,,20,0,布咸美恩斯,Bohemian FC,,
Jhon García,Jhon García,玻利維亞,Bolivia,60,71,2,CAM,RM,,20,0,侯治柏度,Huachipato FC,,
Adam Lewis,Adam Lewis,英格蘭,England,60,77,3,LB,LM,CM,20,1,利物浦,Liverpool,,
Anderson Angulo,Anderson Angulo,哥倫比亞,Colombia,60,71,1,CB,,,24,0,杜利馬,Deportes Tolima,,
Kevin Sessa,Kevin Sessa,德國,Germany,60,77,3,CM,RM,RB,19,1,海登咸,1. FC Heidenheim 1846,,
Andre de Jong,Andre de Jong,新西蘭,New Zealand,60,67,3,CF,CAM,ST,23,0,自由身球員,Free Agents,,
Sebastián Palma,Sebastián Palma,哥倫比亞,Colombia,60,77,1,CB,,,20,0,卡達斯,Once Caldas,,
Francis Atuahene,Francis Atuahene,迦納,Ghana,60,67,2,ST,CAM,,24,0,FC達拉斯,FC Dallas,,
Ma Xingyu,Ma Xingyu,中華人民共和國,China PR,60,60,2,CM,CDM,,30,0,河南建業足球俱樂部,Henan Jianye FC,,
Zhang Lingfeng,Zhang Lingfeng,中華人民共和國,China PR,60,66,3,LM,RM,LW,23,0,江蘇蘇寧足球俱樂部蘇寧易購隊,Jiangsu Suning FC,,
Efrain Alvarez,Efrain Alvarez,墨西哥,Mexico,60,81,2,CAM,CF,,18,1,洛杉磯銀河,LA Galaxy,,
Alexis Trouillet,Alexis Trouillet,法國,France,60,74,1,CM,,,19,0,尼斯,OGC Nice,,
Daniel Castro,Daniel Castro,智利,Chile,60,63,1,ST,,,26,0,艾斯賓路拿,Unión Española,,
JT Marcinkowski,JT Marcinkowski,美國,United States,60,71,1,GK,,,23,0,聖荷西地震,San Jose Earthquakes,,
Juan Pablo Abarzúa,Juan Pablo Abarzúa,智利,Chile,60,60,1,CM,,,28,0,康塞普森大學,CD Universidad de Concepción,,
Jannik Borgmann,Jannik Borgmann,德國,Germany,60,67,2,CB,LB,,22,0,普斯辛蒙斯達,SC Preußen Münster,,
Dan Kelly,Dan Kelly,愛爾蘭,Republic of Ireland,60,68,1,RM,,,24,0,鄧達克,Dundalk,,
Jon Gallagher,Jon Gallagher,愛爾蘭,Republic of Ireland,60,67,2,CM,RB,,24,0,鴨巴甸,Aberdeen,亞特蘭大聯,On loan from: Atlanta United
Yuki Kagawa,Yuki Kagawa,日本,Japan,60,61,2,LB,LM,,27,0,大分三神,Oita Trinita,,
Kennet Lara,Kennet Lara,智利,Chile,60,72,2,LB,CB,,21,0,古里高聯,Curicó Unido,,
Maurice Čović,Maurice Čović,德國,Germany,60,72,2,RM,LM,,22,0,阿斯科利,Ascoli,哈化柏林,On loan from: Hertha BSC
Rei Hirakawa,Rei Hirakawa,日本,Japan,60,74,2,CM,CAM,,20,0,FC東京,F.C. Tokyo,,
Bryan De Jesús,Bryan De Jesús,厄瓜多爾,Ecuador,60,64,1,ST,,,25,0,基多天主教大學,C.D. Universidad Católica del Ecuador,,
Callum Wright,Callum Wright,英格蘭,England,60,75,2,CM,RM,,20,0,李斯特城,Leicester City,,
Tariq Lamptey,Tariq Lamptey,英格蘭,England,60,78,2,RB,RM,,19,0,白禮頓,Brighton & Hove Albion,,
Christoph Klarer,Christoph Klarer,奧地利,Austria,60,74,1,CB,,,20,1,聖普爾頓,spusu SKN St. Pölten,,
Jorge Graví,Jorge Graví,烏拉圭,Uruguay,60,61,2,RM,RB,,26,0,高隆尼亞,Club Plaza de Deportes Colonia,,
Jabor Issa,Jabor Issa,沙地阿拉伯,Saudi Arabia,60,71,2,CDM,CB,,23,0,阿爾華達,Al Wehda,,
Matt Real,Matt Real,美國,United States,60,70,1,LB,,,20,0,費城聯,Philadelphia Union,,
Rasmus Alm,Rasmus Alm,瑞典,Sweden,60,66,1,LW,,,24,0,艾夫斯堡,IF Elfsborg,,
Joaquín Blázquez,Joaquín Blázquez,阿根廷,Argentina,60,76,1,GK,,,19,1,泰拿尼斯,Club Atlético Talleres,,
Takuya Ogiwara,Takuya Ogiwara,日本,Japan,60,71,2,LM,LWB,,20,0,浦和紅鑽,Urawa Red Diamonds,,
Ahmed Al Fiqi,Ahmed Al Fiqi,沙地阿拉伯,Saudi Arabia,60,60,2,RM,LM,,27,0,阿爾費薩里,Al Faisaly,希拉爾,On loan from: Al Hilal
Raúl Sandoval,Raúl Sandoval,墨西哥,Mexico,60,74,1,LB,,,20,1,尼卡沙,Club Necaxa,,
Dominik Martinović,Dominik Martinović,克羅地亞,Croatia,60,67,1,ST,,,23,0,桑尼賀夫哥沙柏,SG Sonnenhof Großaspach,,
Hamed Al Ghamdi,Hamed Al Ghamdi,沙地阿拉伯,Saudi Arabia,60,73,3,CM,CAM,CDM,21,0,伊蒂法克,Ettifaq FC,,
Masaaki Goto,Masaaki Goto,日本,Japan,60,63,1,GK,,,26,0,湘南比馬,Shonan Bellmare,,
James Finnerty,James Finnerty,愛爾蘭,Republic of Ireland,60,69,1,CB,,,21,0,布咸美恩斯,Bohemian FC,,
Jack Tucker,Jack Tucker,英格蘭,England,60,74,2,CB,RB,,20,0,基寧咸,Gillingham,,
Khanya Leshabela,Khanya Leshabela,南非,South Africa,60,76,2,CAM,CM,,20,1,李斯特城,Leicester City,,
Ayo Akinola,Ayo Akinola,美國,United States,60,74,1,ST,,,20,1,FC多倫多,Toronto FC,,
Odin Bailey,Odin Bailey,英格蘭,England,60,74,2,CAM,RM,,20,0,格連森林,Forest Green Rovers,伯明翰,On loan from: Birmingham City
Zhang Cheng,Zhang Cheng,中華人民共和國,China PR,60,60,3,RB,RWB,LB,31,0,天津天海,Tianjin Tianhai FC,,
Yuan Mincheng,Yuan Mincheng,中華人民共和國,China PR,60,68,1,CB,,,24,0,重慶當代力帆足球俱樂部斯威隊,Chongqing Dangdai Lifan FC SWM Team,,
Hirofumi Yamauchi,Hirofumi Yamauchi,日本,Japan,60,63,3,LM,ST,RM,25,0,大阪櫻花,Cerezo Osaka,,
Kenshin Yoshimaru,Kenshin Yoshimaru,日本,Japan,60,66,1,GK,,,24,0,神戶勝利船,Vissel Kobe,,
Oliver Drost,Oliver Drost,丹麥,Denmark,60,67,1,ST,,,24,1,霍爾森斯,AC Horsens,,
Diego Pampín,Diego Pampín,西班牙,Spain,60,76,2,LB,LM,,20,0,切爾達,RC Celta,,
Max Sanders,Max Sanders,英格蘭,England,60,74,2,CM,RB,,21,0,AFC溫布頓,AFC Wimbledon,,
Javi Vázquez,Javi Vázquez,西班牙,Spain,60,73,2,LWB,LB,,19,0,西維爾,Sevilla FC,,
Rodi Ferreira,Rodi Ferreira,巴拉圭,Paraguay,60,72,1,RB,,,22,0,巴拉圭國民隊,Club Nacional,,
Bilal Bayazit,Bilal Bayazit,荷蘭,Netherlands,60,72,1,GK,,,21,1,維迪斯,Vitesse,,
Şahverdi Çetin,Şahverdi Çetin,德國,Germany,60,79,2,CDM,CM,,19,0,法蘭克福,Eintracht Frankfurt,,
Scott Martin,Scott Martin,蘇格蘭,Scotland,60,69,2,CM,CDM,,23,0,咸美頓,Hamilton Academical FC,,
Tre Pemberton,Tre Pemberton,英格蘭,England,60,73,2,RW,CAM,,21,1,史篤城,Stoke City,,
Fraser Murray,Fraser Murray,蘇格蘭,Scotland,60,75,2,LM,CAM,,21,0,喜伯年,Hibernian,,
Josef Bursik,Josef Bursik,英格蘭,England,60,75,1,GK,,,19,0,阿克寧頓,Accrington Stanley,史篤城,On loan from: Stoke City
Sonny Laiton,Sonny Laiton,法國,France,60,77,1,GK,,,20,1,歐塞爾,AJ Auxerre,,
Harvey Gilmour,Harvey Gilmour,英格蘭,England,60,72,1,CM,,,21,0,燦美爾,Tranmere Rovers,,
Mitchell Clark,Mitchell Clark,威爾斯,Wales,60,70,2,RB,LB,,21,1,維爾港,Port Vale,李斯特城,On loan from: Leicester City
Muhannad Fallatah,Muhannad Fallatah,沙地阿拉伯,Saudi Arabia,60,67,2,CM,CDM,,24,0,艾費哈,Al Fayha,,
Moses Ebiye,Moses Ebiye,尼日利亞,Nigeria,60,68,1,ST,,,23,0,利尼史特朗,Lillestrøm SK,,
Hu Ruibao,Hu Ruibao,中華人民共和國,China PR,60,68,2,LWB,LB,,23,0,廣州恆大淘寶足球俱樂部,Guangzhou Evergrande Taobao FC,,
Mohammed Al Majhad,Mohammed Al Majhad,沙地阿拉伯,Saudi Arabia,60,69,2,CM,CDM,,23,0,吉達艾阿里,Al Ahli,,
Gabi,Gabi,西班牙,Spain,60,71,2,CAM,RM,,22,1,艾高干,AD Alcorcón,,
Agustín Bolivar,Agustín Bolivar,阿根廷,Argentina,60,66,2,CM,CDM,,24,0,甘拿斯亞,Gimnasia y Esgrima La Plata,,
Harry Brockbank,Harry Brockbank,英格蘭,England,60,74,2,RB,CB,,21,0,保頓,Bolton Wanderers,,
Dylan Ryan,Dylan Ryan,澳洲,Australia,60,72,1,CB,,,20,0,威廉二世,Willem II,,
Mario Prezioso,Mario Prezioso,意大利,Italy,60,67,1,CM,,,24,0,科森察,Cosenza,拿玻里,On loan from: Napoli
Kilian Senkbeil,Kilian Senkbeil,德國,Germany,60,70,2,CB,RB,,21,0,拜仁慕尼黑二隊,FC Bayern München II,,
Roberto Meraz,Roberto Meraz,墨西哥,Mexico,60,70,1,CM,,,20,0,莫雷利亞,Monarcas Morelia,,
Abdussamed Karnuçu,Abdussamed Karnuçu,土耳其,Turkey,60,77,2,CDM,CB,,20,0,加拉塔沙雷,Galatasaray SK,,
Mohammed Sayed Al Dhaw,Mohammed Sayed Al Dhaw,蘇丹,Sudan,60,61,2,RM,LM,,26,0,阿爾法斯,Al Fateh,,
Dragoljub Srnić,Dragoljub Srnić,塞爾維亞,Serbia,60,60,1,CDM,,,28,0,ŁKS羅玆,ŁKS Łódź,,
Omar Bertel,Omar Bertel,哥倫比亞,Colombia,60,67,1,LB,,,23,1,米倫拿列奧,Millonarios FC,,
Valera,Valera,西班牙,Spain,60,69,1,GK,,,23,0,侯爾斯卡,SD Huesca,,
Sascha Härtel,Sascha Härtel,德國,Germany,60,69,3,LB,LWB,LM,21,0,薛維卡,FSV Zwickau,奧厄,On loan from: FC Erzgebirge Aue
Pascal Struijk,Pascal Struijk,荷蘭,Netherlands,60,73,2,CB,LB,,20,0,列斯聯,Leeds United,,
Reda Boultam,Reda Boultam,荷蘭,Netherlands,60,72,2,RM,CM,,22,0,克雷莫拿,Cremona,,
Madih Talal,Madih Talal,法國,France,60,69,2,CAM,CM,,22,0,阿美恩斯,Amiens SC,,
Madger Gomes,Madger Gomes,西班牙,Spain,60,67,3,CM,LM,CDM,23,0,唐卡士打,Doncaster Rovers,,
Göktuğ Bakırbaş,Göktuğ Bakırbaş,土耳其,Turkey,60,67,1,GK,,,24,0,葛迪比,Göztepe SK,,
Juan Torres,Juan Torres,美國,United States,60,73,1,CDM,,,20,0,紐約城,New York City FC,,
Erik Botheim,Erik Botheim,挪威,Norway,60,76,1,ST,,,20,0,洛辛堡,Rosenborg BK,,
Pedro Henrique,Pedro Henrique,巴西,Brazil,60,61,2,ST,RM,,27,0,尼奧特,Chamois Niortais Football Club,,
Lorenz Grabovac,Lorenz Grabovac,奧地利,Austria,60,67,2,LM,RM,,22,0,聖普爾頓,spusu SKN St. Pölten,,
Didier Desprez,Didier Desprez,法國,France,60,74,1,GK,,,21,0,朗斯,Racing Club de Lens,,
Tarek Chahed,Tarek Chahed,德國,Germany,60,65,2,ST,RM,,24,1,馬格德堡,1. FC Magdeburg,,
Max Kremer,Max Kremer,德國,Germany,60,60,2,RM,RB,,30,0,梅彭,SV Meppen,,
Omar Hawsawi,Omar Hawsawi,沙地阿拉伯,Saudi Arabia,60,62,2,CB,RB,,26,0,艾哈斯姆,Al Hazem,,
Mohammed Mohsen Harzan,Mohammed Mohsen Harzan,沙地阿拉伯,Saudi Arabia,60,60,2,LM,CAM,,31,0,達馬克,Damac FC,,
Adrian Łyszczarz,Adrian Łyszczarz,波蘭,Poland,60,74,1,RM,,,20,0,施拉斯克,Śląsk Wrocław,,
